710277894539513857,hillary clinton,"you voting hillary, least watch this, you know what puddle lies you jumping into.",Thu Mar 17 01:33:41 +0000 2016,,
710277896791859200,hillary clinton,kkk grand dragon endorses hillary clinton for president fox news,Thu Mar 17 01:33:41 +0000 2016,"Rutledge, Tennessee",Eastern Time (US & Canada)
710277897668468736,bernie sanders,exit polls show sanders won and mo. why one talking about this?,Thu Mar 17 01:33:41 +0000 2016,,
710277897366282240,hillary clinton,"hillary clinton has been and around the white house for years. her ""accomplishments"": benghazi national security breach…",Thu Mar 17 01:33:41 +0000 2016,Iowa,Central Time (US & Canada)
710277898167451649,hillary clinton,hillary email shows forces were ready respond benghazi dem inaction cost lives,Thu Mar 17 01:33:41 +0000 2016,#AlwaysTrump,Pacific Time (US & Canada)
710277905109004288,hillary clinton,clinton has received more campaign from drug companies than any candidate either party,Thu Mar 17 01:33:43 +0000 2016,SouthEastern USA,
710277905989828613,hillary clinton,"hillary clinton's ""loyal adoring pal"" lynn forester rothschild",Thu Mar 17 01:33:43 +0000 2016,Right around the corner ,Pacific Time (US & Canada)
710277907914985472,hillary clinton,receipts that capture hillary clinton's attempt rewrite history,Thu Mar 17 01:33:44 +0000 2016,"Austin, TX",Pacific Time (US & Canada)
710277909693526016,hillary clinton,"time for hillary hit big banks, big oil, big pharma again.",Thu Mar 17 01:33:44 +0000 2016,,Pacific Time (US & Canada)
710277911018921984,bernie sanders,check out bernie sanders grassroots window decal white via,Thu Mar 17 01:33:44 +0000 2016,Central Ohio,Eastern Time (US & Canada)
710277918790803456,hillary clinton,_blog: what's also worth remembering this isn't and didn't❎ hillary &amp; won't,Thu Mar 17 01:33:46 +0000 2016,,Tehran
710277919965388804,bernie sanders,bernie sanders can't stop watching this.,Thu Mar 17 01:33:47 +0000 2016,Virginia,Eastern Time (US & Canada)
710277919914917889,hillary clinton,receipts that capture hillary clinton's attempt rewrite history,Thu Mar 17 01:33:47 +0000 2016,The 'Dena,Pacific Time (US & Canada)
710277920745349120,hillary clinton,hillary clinton want secure future,Thu Mar 17 01:33:47 +0000 2016,"HillaryVillage, CA",
710277921731190784,bernie sanders,i'm voting for bernie sanders. great human being.,Thu Mar 17 01:33:47 +0000 2016,God has a plan • 3/12 ,Brasilia
710277928085422081,hillary clinton,"hillary weak, ill health hack that could never potus anything but fraud!",Thu Mar 17 01:33:49 +0000 2016,"Atlanta, GA",
710277930748919810,hillary clinton,"hillary clinton has been and around the white house for years. her ""accomplishments"": benghazi national security breach…",Thu Mar 17 01:33:49 +0000 2016,Greatest counrty in the world!,Eastern Time (US & Canada)
710277930975436801,bernie sanders,can bernie sanders still win the democratic nomination?,Thu Mar 17 01:33:49 +0000 2016,Chicago,
710277932959277057,bernie sanders,pic watching broad city tonight knowing damn well ilana wexler would die hard bernie sanders fan,Thu Mar 17 01:33:50 +0000 2016,"Montréal, Québec",Eastern Time (US & Canada)
710277933781295105,hillary clinton,all the top corporate tax dodgers have donated hillary clinton,Thu Mar 17 01:33:50 +0000 2016,Minnesota,Pacific Time (US & Canada)
710277936629288960,bernie sanders,lmaoooo bernie sanders his early,Thu Mar 17 01:33:51 +0000 2016,,Georgetown
710277937325600768,bernie sanders,"_hartmann: believe not, bernie sanders outperformed projections super tuesday and the calendar…",Thu Mar 17 01:33:51 +0000 2016,U.S.,Atlantic Time (Canada)
710277941330968577,hillary clinton,"history teacher was talking about yesterdays caucus' and accidentely slipped and said ""hitle-hillary clinton""",Thu Mar 17 01:33:52 +0000 2016,los angeles,Pacific Time (US & Canada)
