712377868110708736,donald trump,"ted cruz, not donald trump, the scariest candidate standing academic",Tue Mar 22 20:38:13 +0000 2016,LIKE us on FB too,
712377867993112576,bernie sanders,roger ver issues bitcoin bounty for bernie sanders debate coindesk,Tue Mar 22 20:38:13 +0000 2016,,
712377868362379270,bernie sanders,eric garner's daughter: support bernie sanders got shivers watching this.,Tue Mar 22 20:38:13 +0000 2016,"Dublin City, Ireland",
712377868416724992,bernie sanders,roger ver issues bitcoin bounty for bernie sanders debate coindesk,Tue Mar 22 20:38:13 +0000 2016,Jackson,
712377868404301827,hillary clinton,"ap: experts see little chance charges against hillary clinton over emails, server",Tue Mar 22 20:38:13 +0000 2016,"Washington, DC",Eastern Time (US & Canada)
712377868492341248,bernie sanders,roger ver issues bitcoin bounty for bernie sanders debate coindesk,Tue Mar 22 20:38:13 +0000 2016,,
712377869993943044,bernie sanders,roger ver issues bitcoin bounty for bernie sanders debate coindesk,Tue Mar 22 20:38:14 +0000 2016,Des Moines,
712377869796646913,bernie sanders,roger ver issues bitcoin bounty for bernie sanders debate coindesk,Tue Mar 22 20:38:14 +0000 2016,,
712377869834399744,donald trump,"god, this interview. trump has the mind child. child. six year-old talks like this. exactly like this.",Tue Mar 22 20:38:14 +0000 2016,Calgary,Mountain Time (US & Canada)
712377870169931776,donald trump,donald trump out here hiring latinos pretend like him,Tue Mar 22 20:38:14 +0000 2016,Miami,
712377870258143234,donald trump,_shade: how obama handled protestors his rallies vs. how donald trump does…the difference astonishing:,Tue Mar 22 20:38:14 +0000 2016,,Helsinki
712377870769889280,bernie sanders,roger ver issues bitcoin bounty for bernie sanders debate coindesk,Tue Mar 22 20:38:14 +0000 2016,Phoenix,
712377870648090625,bernie sanders,roger ver issues bitcoin bounty for bernie sanders debate coindesk,Tue Mar 22 20:38:14 +0000 2016,Raleigh,
712377870476251136,hillary clinton,"hillary stands to, bigotry--violence--&amp; bullies--😎😎😎😎😎",Tue Mar 22 20:38:14 +0000 2016,"Tampa,Fl Born: Niagara Falls ",
712377870916542464,donald trump,"border patrol union praising presidential candidate donald trump ""only candidate support their tough mission""",Tue Mar 22 20:38:14 +0000 2016,,
712377871256461312,bernie sanders,roger ver issues bitcoin bounty for bernie sanders debate coindesk,Tue Mar 22 20:38:14 +0000 2016,Minneapolis,
712377871122046976,bernie sanders,roger ver issues bitcoin bounty for bernie sanders debate coindesk,Tue Mar 22 20:38:14 +0000 2016,Albany,
712377871642333184,donald trump,"god, this interview. trump has the mind child. child. six year-old talks like this. exactly like this.",Tue Mar 22 20:38:14 +0000 2016,"Boston, MA",
712377869645680640,donald trump,feel like donald trump responsible for the terrorist attack belgium,Tue Mar 22 20:38:14 +0000 2016,,Arizona
712377871747194884,donald trump,"here's one for you, chalk one donald trump emory university",Tue Mar 22 20:38:14 +0000 2016,kentucky. always. ,Eastern Time (US & Canada)
712377872086933504,bernie sanders,roger ver issues bitcoin bounty for bernie sanders debate coindesk,Tue Mar 22 20:38:14 +0000 2016,Lincoln,
712377872061571072,donald trump,rabab jafri: are all donald trump?,Tue Mar 22 20:38:14 +0000 2016,hoMe,Pacific Time (US & Canada)
712377871755382784,bernie sanders,american expats israel like bernie sanders for foreign policy. they voted for him the global primary:,Tue Mar 22 20:38:14 +0000 2016,,Pacific Time (US & Canada)
712377872204181504,bernie sanders,"bernie sanders spoke for suffering palestinians, but few broadcast media covered",Tue Mar 22 20:38:14 +0000 2016,US,
712377872078340096,bernie sanders,roger ver issues bitcoin bounty for bernie sanders debate coindesk,Tue Mar 22 20:38:14 +0000 2016,Oklahoma City,
712377872720076801,bernie sanders,roger ver issues bitcoin bounty for bernie sanders debate coindesk,Tue Mar 22 20:38:14 +0000 2016,New Orleans,
712377873361805312,donald trump,ted cruz disgusting! not the answer! ted cruz attacks donald trump after brussels jihadist attacks,Tue Mar 22 20:38:15 +0000 2016,,
712377873617670145,hillary clinton,just found out that hillary clinton coming school i'm dropping out,Tue Mar 22 20:38:15 +0000 2016,,
712377875396227072,bernie sanders,._u this just about all need know about bernie sanders:,Tue Mar 22 20:38:15 +0000 2016,Aboard the Trump Train. ,
712377875396227074,bernie sanders,roger ver issues bitcoin bounty for bernie sanders debate coindesk,Tue Mar 22 20:38:15 +0000 2016,,
712377875597406209,donald trump,celebrities who will leave the u.s. donald trump wins the presidency,Tue Mar 22 20:38:15 +0000 2016,World,Eastern Time (US & Canada)
712377876910370818,bernie sanders,roger ver issues bitcoin bounty for bernie sanders debate coindesk,Tue Mar 22 20:38:15 +0000 2016,,
