712374271088001024,bernie sanders,bernie sanders disgusting turd old man.,Tue Mar 22 20:23:56 +0000 2016,,Eastern Time (US & Canada)
712374272237412352,hillary clinton,"hillary clinton offered ""suite offices"" rockefeller foundation after:",Tue Mar 22 20:23:56 +0000 2016,,
712374272858034176,donald trump,trump pide que eua use asfixia interrogatorios tras atentados: donald trump dijo martes que estados unid...,Tue Mar 22 20:23:56 +0000 2016,,
712374273894195202,donald trump,donald trump stans,Tue Mar 22 20:23:56 +0000 2016,Neverland,Eastern Time (US & Canada)
712374274321821696,bernie sanders,yes &amp; bernie sanders criticizes israeli government for treatment palestinians abc news,Tue Mar 22 20:23:56 +0000 2016,"NYC, LA, Tunis ",
712374276180070401,donald trump,message from president peoples party brussels supports donald trump,Tue Mar 22 20:23:57 +0000 2016,An Idea That Will Live Forever,
712374277815795712,donald trump,🚨belgium president the people's party mischaël modrikamen endorses donald trump for president,Tue Mar 22 20:23:57 +0000 2016,,Eastern Time (US & Canada)
712374278851846144,donald trump,"all donald trump does bash other candidates &amp; says ""make america great again"" nigga what gonna make grea…",Tue Mar 22 20:23:58 +0000 2016,not interested,Eastern Time (US & Canada)
712374278960881664,donald trump,guaranteed there will media blackout fact that ted blamed trump!,Tue Mar 22 20:23:58 +0000 2016,"Providence Towers, Dallas, USA",Central Time (US & Canada)
712374278986059778,donald trump,exclusive donald trump brussels attack: ‘the terrorists are totally winning’ breitbart via,Tue Mar 22 20:23:58 +0000 2016,,Eastern Time (US & Canada)
712374279837503489,hillary clinton,"hillary clinton: ""we have have slow, steady, smart, strong response. don't need panicking.""",Tue Mar 22 20:23:58 +0000 2016,America,Quito
712374280239992832,donald trump,"not only would beat donald trump utah, would beat him badly. utah: vote win the white house.",Tue Mar 22 20:23:58 +0000 2016,,
712374282005798912,donald trump,"president the people party belgium mischaël modrikamen: fully support donald trump"" vote",Tue Mar 22 20:23:58 +0000 2016,Orange County Ca. ,
712374283708706816,hillary clinton,_pr well avoid the dnc tyrant hillary clinton well. rally behind,Tue Mar 22 20:23:59 +0000 2016,"Colorado, USA",Mountain Time (US & Canada)
712374283633344512,donald trump,you think donald trump should the first man the sun,Tue Mar 22 20:23:59 +0000 2016,,
712374284564480000,donald trump,donald trump just tried take centre-stage the brussels attacks and was terrifying via,Tue Mar 22 20:23:59 +0000 2016,UK,
712374285231218688,bernie sanders,who bernie sanders?,Tue Mar 22 20:23:59 +0000 2016,"Bogalusa, LA.",Central Time (US & Canada)
712374286745509888,donald trump,me: hate whistling donald trump: hate whistling me:,Tue Mar 22 20:23:59 +0000 2016,,Belgrade
712374286892343297,donald trump,message from president peoples party brussels supports donald trump,Tue Mar 22 20:23:59 +0000 2016,"Fairfield Glade, TN",
712374287072665602,hillary clinton,hillary clinton ain't harvey dent/two-face idk....,Tue Mar 22 20:23:59 +0000 2016,Down to Earth,Eastern Time (US & Canada)
712374287659761664,donald trump,retweet you're voting donald trump matter who attacks him &amp; matter how hard establishment tries stop him,Tue Mar 22 20:24:00 +0000 2016,,
712374287496310789,donald trump,cruz obsessed with trump.same meghyn kelly.every time they open their mouth the subject turns trump,Tue Mar 22 20:24:00 +0000 2016,TRUMP 2016    ,Eastern Time (US & Canada)
712374288762933252,donald trump,"""he completely destroyed donald trump with hilarious montage."" talk and awe",Tue Mar 22 20:24:00 +0000 2016,Gaza,Mountain Time (US & Canada)
712374288872054786,donald trump,mac miller roasting donald trump,Tue Mar 22 20:24:00 +0000 2016,Behind u,Stockholm
712374291010957312,bernie sanders,woke bernie sanders' email about the win reminding 🌟every delegate counts.🌟,Tue Mar 22 20:24:00 +0000 2016,,Pacific Time (US & Canada)
712374291375861760,donald trump,that guy was probably donald trump supporter,Tue Mar 22 20:24:00 +0000 2016,co,Pacific Time (US & Canada)
712374290507759616,donald trump,donald trump says belgium’s capital ‘like living hellhole’,Tue Mar 22 20:24:00 +0000 2016,Sweden,Stockholm
712374291384283137,donald trump,"hey ted, was nato's support for jihadists libya and syria that increased the terror threat, not donald trump.",Tue Mar 22 20:24:00 +0000 2016,,
712374291841617920,donald trump,donald trump: brussels attacks show 'terrorists are totally winning',Tue Mar 22 20:24:01 +0000 2016,,Eastern Time (US & Canada)
712374292776935425,donald trump,warning from rand! _tea rand paul warns tea partyers against backing donald trump,Tue Mar 22 20:24:01 +0000 2016,,
712374292093280256,donald trump,"after brussels, isn't time started listening more seriously donald trump terror? new column:",Tue Mar 22 20:24:01 +0000 2016,,London
712374293003370498,donald trump,now this the real donald trump!,Tue Mar 22 20:24:01 +0000 2016,,Eastern Time (US & Canada)
712374294974746629,donald trump,donald trump currently has the delegates needed win the republican presidential nomination!,Tue Mar 22 20:24:01 +0000 2016,New York ,Eastern Time (US & Canada)
712374295788457985,donald trump,donald trump thinks all muslims should apologise for terrorism. behalf non-muslim people i'd like apologise for,Tue Mar 22 20:24:02 +0000 2016,peyrat city,Amsterdam
712374296157360128,bernie sanders,bernie sanders the definiton con man!,Tue Mar 22 20:24:02 +0000 2016,"Las Vegas, NV",
712374296899940354,donald trump,elizabeth warren: 'donald trump loser'.. related articles:,Tue Mar 22 20:24:02 +0000 2016,,Central Time (US & Canada)
712374297625497600,donald trump,stop acting like you know about islam based one wikipedia page you've read. and make donald trump fan page smth ffs,Tue Mar 22 20:24:02 +0000 2016,muslim she/her,Solomon Is.
712374298237902848,donald trump,republican senator burt jones georgia and his family endorse donald trump for president! htt…,Tue Mar 22 20:24:02 +0000 2016,,
712374298686705664,hillary clinton,"hillary promises your healthcare illegal aliens, after she shuts down entire coal industry! wake up.",Tue Mar 22 20:24:02 +0000 2016,England,
712374299441541122,donald trump,"remember this arizona and utah was january when donald trump gave stark warning brussels belgium,... htt…",Tue Mar 22 20:24:02 +0000 2016,"Martinsburg, West Virginia USA",Eastern Time (US & Canada)
712374300502786048,donald trump,chachi loves donald: scott baio endorses trump,Tue Mar 22 20:24:03 +0000 2016,,
712374301865840640,hillary clinton,disgusting only use terrorist attack lie!just like hillary pathological liars,Tue Mar 22 20:24:03 +0000 2016,"Delray Beach, FL",
712374306681004032,donald trump,donald trump the only man left? cnn: world mourns for brussels with cartoons,Tue Mar 22 20:24:04 +0000 2016,,Pacific Time (US & Canada)
712374306274201600,donald trump,donald trump brussels attack: ‘the terrorists are totally winning’ breitbart,Tue Mar 22 20:24:04 +0000 2016,donaldjtrump.com,
712374307012222976,bernie sanders,__nichole: apparently bernie sanders campus right now why did not know about this,Tue Mar 22 20:24:04 +0000 2016,CHI/ATX,
712374306773327872,donald trump,"just youtube and type ""the best donald trump""",Tue Mar 22 20:24:04 +0000 2016,,
712374307960311809,donald trump,one day donald trump says islam hates the west. the next day tells greatly respects muslims. which one pick?,Tue Mar 22 20:24:04 +0000 2016,"Lahore, Pakistan",Islamabad
712374308803354624,donald trump,opportunist ted cruz: “donald trump responsible” wtf wrong with rafael cruz anybody watching the speech fox wrong,Tue Mar 22 20:24:05 +0000 2016,naples florida,Central Time (US & Canada)
712374309096820736,bernie sanders,going the convention center see the bernie sanders rally today!! ready,Tue Mar 22 20:24:05 +0000 2016,CA,Pacific Time (US & Canada)
712374308618637312,hillary clinton,george clooney calls hillary clinton the “only grown ...,Tue Mar 22 20:24:05 +0000 2016,,
712374309948399616,bernie sanders,bernie trust! vote bernie sanders against corrupted establishment!,Tue Mar 22 20:24:05 +0000 2016,,
712374309986164736,donald trump,you think donald trump should the first man the sun,Tue Mar 22 20:24:05 +0000 2016,,
712374310338469889,donald trump,belgium was with us. without acting like were hellhole. donald trump national disgrace.,Tue Mar 22 20:24:05 +0000 2016,Vilvoorde,Pacific Time (US & Canada)
712374311273652224,bernie sanders,"_was_here: leaders named bernie sanders ""dxʷshudičup"" dooh-s-who-dee-choop), one lighting the fires for change and unity.",Tue Mar 22 20:24:05 +0000 2016,Emerald City,Pacific Time (US & Canada)
712374312192372737,donald trump,_not_have: what you call hitler without mustache? donald trump.,Tue Mar 22 20:24:05 +0000 2016,"Oklahoma, USA",
712374311806443520,donald trump,"terrorists, donald trump, kuntie hopkins, and people who moan about jeremy kyle being cancelled for extended news coverage...well done world",Tue Mar 22 20:24:05 +0000 2016,"Shepherd's Bush, West London",
712374311735193601,donald trump,"trump -pinocchio lies public: not just fact-challenged, it's pure fantasy!",Tue Mar 22 20:24:05 +0000 2016,,
712374312942964738,donald trump,and just got and out the house. took all minutes and exercised right vote for donald trump fo…,Tue Mar 22 20:24:06 +0000 2016,California,
712374313240887296,donald trump,members donald trump's foreign policy team say they have yet speak with him,Tue Mar 22 20:24:06 +0000 2016,"Baltimore, MD",Eastern Time (US & Canada)
712374313609863169,donald trump,was not much more than week ago that republican insiders were having animated public discussions about how donald trump could,Tue Mar 22 20:24:06 +0000 2016,,
